,Tourism_asset_id,Tourism_asset,type,address,TripAdvisor_link,significance_clusters,significance_ranking,number_of_reviews,rating,Instagram_count,Tourism_asset_lat,Tourism_asset_lon,Tourism_asset_lat_BC_albers,Tourism_asset_lon_BC_albers,CSD,CSDUID,CDUID,CD,Total_population_CSD,Workforce_CSD,Employed_CSD,Unemployed_CSD,Occupations_art_culture_CSD,Occupations_natural_resources_CSD,Median_income_2005_CSD,Average_income_2005_CSD,Airport_id,Airport_name,Airport_lat,Airport_lon,Airport_CSD,Distance_meter_airport,Duration_min_airport,Duration_min_num_airport,Visitor_centre_id,vc_name,vc_lat,vc_lon,vc_CSD,Distance_meter_vc,Duration_min_vc,Duration_min_num_vc,City_id,City_name,City_lat,City_lon,City_CSD,City_Pop_2000,City_Pop_Rank,Distance_meter_city,Duration_min_city,Duration_min_num_city,Distance_meter_ambulance,Duration_min_ambulance,Duration_min_num_ambulance,First_responder_id_ambulance,First_responder_lat_ambulance,First_responder_lon_ambulance,First_responder_name_ambulance,First_responder_CSD_ambulance,Distance_meter_fire,Duration_min_fire,Duration_min_num_fire,First_responder_id_fire,First_responder_lat_fire,First_responder_lon_fire,First_responder_name_fire,First_responder_CSD_fire,Distance_meter_police,Duration_min_police,Duration_min_num_police,First_responder_id_police,First_responder_lat_police,First_responder_lon_police,First_responder_name_police,First_responder_CSD_police,events_10km,traveller_resources_10km,classes_workshops_10km,casinos_10km,nightlife_10km,concerts_shows_10km,spas_wellness_10km,shopping_10km,fun_games_10km,transportation_10km,food_drinks_10km,boat_tours_10km,tours_10km,outdoor_activities_10km,hotels_10km
24,24,Lake Okanagan,"Bodies of Water, Nature & Parks","Kelowna, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154933-d212082-Reviews-Lake_Okanagan-Kelowna_Okanagan_Valley_British_Columbia.html,2,3,763,4.5,1103,49.894886,-119.50041,563519.3495,1466410.458,Kelowna,5935010,5919,Cowichan Valley,105170,57300,54525,2770,595,215,25134,33647,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,15681,23 mins,23,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,1644,5 mins,5,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,5470,11 mins,11,1654,6 mins,6,1082,49.885162,-119.49758,STN 340 KELOWNA-LAWRENCE,Kelowna,1388,5 mins,5,1685,49.885007,-119.49687,KELOWNA FIRE DEPT HALL 2,Kelowna,1037,4 mins,4,1796,49.889189,-119.49518,KELOWNA RCMP,Kelowna,0,3,7,2,18,6,22,32,27,8,95,41,104,104,166
25,25,Grouse Mountain,"Mountains, Nature & Parks","North Vancouver, British Columbia V7R 4K9, ",https://www.tripadvisor.ca/Attraction_Review-g181717-d156264-Reviews-Grouse_Mountain-North_Vancouver_British_Columbia.html,4,4,3852,4.5,2679,49.380333,-123.0815,489259.8758,1212024.295,North Vancouver,5915046,5935,Central Okanagan,44860,27325,26060,1270,630,45,27800,35743,507,Vancouver International Airport,49.194722,-123.18388,Richmond,26433,48 mins,48,812203,North Vancouver Visitor Centre,49.310408,-123.08112,North Vancouver,8740,20 mins,20,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,8273,17 mins,17,8336,18 mins,18,1105,49.320183,-123.06685,STN 256 NORTH VANCOUVER,North Vancouver,3832,8 mins,8,1658,49.35314,-123.08358,NORTH VANCOUVER HALL 3 DELBROOK,North Vancouver,5271,11 mins,11,1909,49.33734,-123.10038,EDGEMONT COMMUNITY POLICING,North Vancouver,2,11,17,6,138,59,113,200,111,45,70,86,207,229,336
26,26,Scenic Marine Route,"Hiking Trails, Outdoor Activities, Nature & Parks","Victoria, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d155904-Reviews-Scenic_Marine_Route-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_B.html,2,3,579,4.5,1935,48.408657,-123.32013,380749.4648,1198780.596,Oak Bay,5917030,5923,Alberni-Clayoquot,17680,8785,8510,275,365,20,36421,58669,464,Victoria International Airport,48.646944,-123.42583,North Saanich,30619,39 mins,39,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,5130,12 mins,12,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,4989,11 mins,11,3583,9 mins,9,1195,48.433255,-123.32702,DISPATCH REGION 1,Victoria,2695,7 mins,7,1435,48.429338,-123.3128,OAK BAY FIRE DEPT,Oak Bay,2673,7 mins,7,1892,48.429266,-123.3128,OAK BAY,Oak Bay,0,5,8,1,25,14,39,91,32,22,37,52,131,122,179
27,27,Yoho National Park,"National Parks, Nature & Parks","Field, Yoho National Park, British Columbia V0A 1G0, ",https://www.tripadvisor.ca/Attraction_Review-g182193-d6529092-Reviews-Yoho_National_Park-Field_Yoho_National_Park_Kootenay_Rockies_British_Columbia.html,3,1,322,5,380,51.40252,-116.48463,754292.2308,1659235.546,Columbia-Shuswap A,5939011,5907,Okanagan-Similkameen,3095,1910,1855,55,15,40,23552,30621,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,305626,3 hours 27 mins,207,812398,British Columbia Visitor Centre @ Golden,51.301981,-116.95418,Golden,54176,37 mins,37,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,201200,2 hours 13 mins,133,1304,3 mins,3,1056,51.396275,-116.48646,STN 409 FIELD,Columbia-Shuswap A,1398,4 mins,4,1329,51.39542,-116.48694,FIELD VOL FIRE DEPT,Columbia-Shuswap A,57049,41 mins,41,1787,51.317275,-116.97784,GOLDEN RCMP,Golden,0,2,1,0,0,0,0,0,1,0,0,0,2,6,14
28,28,Rathtrevor Beach Provincial Park,Nature & Parks,"Parksville, British Columbia V9P 1T2, ",https://www.tripadvisor.ca/Attraction_Review-g181779-d1014396-Reviews-Rathtrevor_Beach_Provincial_Park-Parksville_Vancouver_Island_British_Columbia.html,1,2,671,4.5,167,49.32202,-124.26027,479963.7304,1126570.89,Parksville,5921018,5917,Capital,10800,4185,3850,330,55,35,22387,28347,530,Qualicum Beach Airport,49.337222,-124.39388,Qualicum Beach,13394,20 mins,20,812175,Parksville Visitor Centre,49.301627,-124.2557,Parksville,3231,6 mins,6,66,Parksville,49.32015947,-124.3068176,Parksville,10613,31,3701,7 mins,7,5400,10 mins,10,1116,49.309789,-124.32384,STN 130 PARKSVILLE,Parksville,4595,10 mins,10,1225,49.318134,-124.31538,PARKSVILLE VOL FIRE DEPT,Parksville,4288,9 mins,9,1950,49.317898,-124.31091,PARKSVILLE COMMUNITY POLICING,Parksville,0,4,1,1,3,1,22,37,11,2,13,21,31,47,110
29,29,The Raptors,"Nature & Wildlife Areas, Nature & Parks","Duncan, British Columbia V9L 5W4, ",https://www.tripadvisor.ca/Attraction_Review-g154929-d1725937-Reviews-The_Raptors-Duncan_Vancouver_Island_British_Columbia.html,1,2,358,4.5,757,48.820614,-123.66022,425556.4668,1172053.065,North Cowichan,5919008,5917,Capital,27315,13650,12880,775,130,210,24795,32628,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,36774,31 mins,31,812162,Duncan Visitor Centre,48.777347,-123.69864,Duncan,6666,9 mins,9,68,Duncan,48.77731484,-123.7053172,Duncan,4766,39,6973,11 mins,11,5844,7 mins,7,1052,48.783945,-123.69783,STN 152 DUNCAN,North Cowichan,5160,6 mins,6,1399,48.810551,-123.62397,MAPLE BAY HALL,North Cowichan,7498,10 mins,10,1819,48.790503,-123.71282,NORTH COWICHAN - DUNCAN RCMP,North Cowichan,0,4,5,0,6,4,16,55,4,0,39,28,42,53,182
30,30,Knox Mountain Park,Nature & Parks,"Kelowna, British Columbia V1Y 7M8, ",https://www.tripadvisor.ca/Attraction_Review-g154933-d3988158-Reviews-Knox_Mountain_Park-Kelowna_Okanagan_Valley_British_Columbia.html,2,3,537,4.5,1019,49.909817,-119.48227,565292.5389,1467555.84,Kelowna,5935010,5923,Alberni-Clayoquot,105170,57300,54525,2770,595,215,25134,33647,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,18659,35 mins,35,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,5463,18 mins,18,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,8448,23 mins,23,5308,21 mins,21,1082,49.885162,-119.49758,STN 340 KELOWNA-LAWRENCE,Kelowna,4995,19 mins,19,1685,49.885007,-119.49687,KELOWNA FIRE DEPT HALL 2,Kelowna,4489,18 mins,18,1796,49.889189,-119.49518,KELOWNA RCMP,Kelowna,0,3,7,2,18,6,22,32,27,8,95,41,104,104,166
31,31,Rainforest Trail,"Hiking Trails, Outdoor Activities, Nature & Parks","Tofino, British Columbia V0R 2Z0, ",https://www.tripadvisor.ca/Attraction_Review-g154942-d317660-Reviews-Rainforest_Trail-Tofino_Clayoquot_Sound_Vancouver_Island_British_Columbia.html,1,2,597,4.5,305,49.038204,-125.68208,446929.5193,1023273.545,Alberni-Clayoquot C,5923049,5931,Squamish-Lillooet,400,260,250,10,0,10,27665,30652,483,Tofino/Long Beach Airport,49.082222,-125.7725,Alberni-Clayoquot C,8413,9 mins,9,812184,Ucluelet Visitor Centre,49.042819,-125.67398,Alberni-Clayoquot C,647,1 min,1,71,Port Alberni,49.25064062,-124.8083803,Port Alberni,19329,22,100664,1 hour 27 mins,87,15559,14 mins,14,1166,48.94542,-125.56239,STN 134 UCLUELET,Ucluelet,17008,17 mins,17,1220,48.940277,-125.54513,UCLUELET FIRE DEPT,Ucluelet,16762,16 mins,16,1859,48.943617,-125.54771,UCLUELET RCMP,Ucluelet,0,2,1,0,3,0,12,14,2,1,2,81,84,99,123
32,32,Skaha Lake Park,Nature & Parks,"Penticton, British Columbia V2A 3W2, ",https://www.tripadvisor.ca/Attraction_Review-g154937-d7020228-Reviews-Skaha_Lake_Park-Penticton_Okanagan_Valley_British_Columbia.html,1,2,223,5,224,49.45305,-119.58694,514031.7016,1464662.144,Penticton,5907041,5931,Squamish-Lillooet,31390,15480,14425,1055,110,85,22763,29422,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,2792,5 mins,5,812249,Penticton & Wine Country Visitor Centre,49.493577,-119.60336,Penticton,6092,9 mins,9,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,6089,10 mins,10,4440,6 mins,6,1120,49.482215,-119.5936,STN 329 PENTICTON,Penticton,2890,6 mins,6,1728,49.474203,-119.57789,PENTICTON FIRE HALL 2,Penticton,3896,8 mins,8,1826,49.487042,-119.5866,PENTICTON COMMUNITY POLICING,Penticton,0,3,0,1,5,1,16,24,7,1,97,5,24,31,148
33,33,Ruckle Provincial Park,Nature & Parks,"British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154941-d3596798-Reviews-Ruckle_Provincial_Park-Salt_Spring_Island_British_Columbia.html,1,2,301,4.5,739,48.78407,-123.41115,422139.1722,1190508.723,Capital F,5917027,5915,Greater Vancouver,9560,5080,4895,180,225,55,24048,33688,464,Victoria International Airport,48.646944,-123.42583,North Saanich,22815,1 hour 7 mins,67,812180,Salt Spring Island Visitor Centre,48.853157,-123.49985,Capital F,11862,14 mins,14,68,Duncan,48.77731484,-123.7053172,Duncan,4766,39,38340,1 hour 18 mins,78,13171,17 mins,17,2018,48.858947,-123.51054,STN 103 GANGES,Capital F,6526,8 mins,8,1743,48.774147,-123.47364,SALT SPRING ISLAND FIRE HALL 2,Capital F,13257,16 mins,16,1843,48.86189,-123.51202,SALT SPRING RCMP,Capital F,0,5,4,0,7,4,16,55,5,0,48,26,40,50,182
34,34,Government House,"Architectural Buildings, Government Buildings, Historic Sites, Gardens, Sights & Landmarks, Nature & Parks, More","Victoria, British Columbia V8S 1V9, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d156396-Reviews-Government_House-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_Brit.html,2,3,565,4.5,1965,48.418697,-123.34425,381795.3038,1196950.543,Victoria,5917034,5921,Nanaimo,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,27820,34 mins,34,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,2697,8 mins,8,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,2242,7 mins,7,2657,7 mins,7,1195,48.433255,-123.32702,DISPATCH REGION 1,Victoria,1229,3 mins,3,1540,48.424911,-123.34798,VICTORIA FIRE DEPT HALL 1,Victoria,1582,5 mins,5,1940,48.415441,-123.34952,FAIRFIELD COMMUNITY POLICING,Victoria,0,5,8,1,25,14,39,93,32,22,39,66,145,138,188
35,35,Schooner Cove,"Beaches, Nature & Parks, Outdoor Activities","Tofino, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154942-d3434286-Reviews-Schooner_Cove-Tofino_Clayoquot_Sound_Vancouver_Island_British_Columbia.html,1,2,315,4.5,1312,49.10484,-125.86646,454288.3514,1009761.949,Tofino,5923025,5924,Strathcona,1655,1055,1000,55,25,30,22696,30538,483,Tofino/Long Beach Airport,49.082222,-125.7725,Alberni-Clayoquot C,11432,11 mins,11,812183,Tofino Visitor Centre,49.152451,-125.90279,Tofino,6746,8 mins,8,71,Port Alberni,49.25064062,-124.8083803,Port Alberni,19329,22,117049,1 hour 39 mins,99,4790,5 mins,5,1194,49.139009,-125.8907,STN 136 TOFINO,Tofino,7006,9 mins,9,1219,49.152779,-125.90634,TOFINO FIRE DEPT,Tofino,6839,8 mins,8,1855,49.152766,-125.90399,TOFINO RCMP,Tofino,0,2,1,0,3,0,11,14,1,1,2,71,75,87,101
36,36,Lost Lake,"Bodies of Water, Nature & Parks","Whistler, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154948-d155559-Reviews-Lost_Lake-Whistler_British_Columbia.html,1,2,1245,4.5,1424,50.127007,-122.93547,572653.7096,1219033.768,Whistler,5931020,5915,Greater Vancouver,9245,6925,6555,365,60,20,29550,39221,507,Vancouver International Airport,49.194722,-123.18388,Richmond,138022,2 hours 7 mins,127,812212,Whistler Visitor Centre,50.11596,-122.95584,Whistler,2731,6 mins,6,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,122339,1 hour 37 mins,96,3634,8 mins,8,1187,50.122201,-122.96066,STN 224 WHISTLER,Whistler,2630,6 mins,6,1548,50.116764,-122.95406,WHISTLER FIRE DEPT HEAD OFFICE,Whistler,2624,6 mins,6,1866,50.11671,-122.9541,WHISTLER RCMP,Whistler,0,4,4,0,15,0,20,12,18,5,8,11,58,82,109
37,37,Shannon Falls Provincial Park,"National Parks, Waterfalls, Nature & Parks","Squamish, British Columbia V0N 1H0, ",https://www.tripadvisor.ca/Attraction_Review-g181771-d619175-Reviews-Shannon_Falls_Provincial_Park-Squamish_British_Columbia.html,3,1,737,4.5,1756,49.670933,-123.158,521309.4141,1205173.289,Squamish,5931006,5931,Squamish-Lillooet,14885,8885,8330,550,45,100,30326,35837,507,Vancouver International Airport,49.194722,-123.18388,Richmond,73310,1 hour 16 mins,76,812209,Squamish Visitor Centre,49.707008,-123.14586,Squamish,4987,7 mins,7,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,57627,45 mins,45,6513,8 mins,8,1156,49.717205,-123.15366,STN 222 SQUAMISH,Squamish,3593,4 mins,4,1634,49.693968,-123.14422,SQUAMISH DISTRICT VOL FIRE HALL 1,Squamish,6113,7 mins,7,1989,49.718749,-123.14684,SQUAMISH RCMP,Squamish,0,1,2,0,3,0,0,7,3,4,4,8,18,33,20
38,38,The Grouse Grind,"Hiking Trails, Nature & Parks, Outdoor Activities","North Vancouver, British Columbia V7R 4K9, ",https://www.tripadvisor.ca/Attraction_Review-g181717-d592813-Reviews-The_Grouse_Grind-North_Vancouver_British_Columbia.html,4,4,666,4.5,2697,49.379093,-123.08358,489115.9624,1211878.948,North Vancouver,5915046,5933,Thompson-Nicola,44860,27325,26060,1270,630,45,27800,35743,507,Vancouver International Airport,49.194722,-123.18388,Richmond,26399,48 mins,48,812203,North Vancouver Visitor Centre,49.310408,-123.08112,North Vancouver,8706,20 mins,20,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,8239,17 mins,17,8302,18 mins,18,1105,49.320183,-123.06685,STN 256 NORTH VANCOUVER,North Vancouver,3799,7 mins,7,1658,49.35314,-123.08358,NORTH VANCOUVER HALL 3 DELBROOK,North Vancouver,5237,10 mins,10,1909,49.33734,-123.10038,EDGEMONT COMMUNITY POLICING,North Vancouver,2,11,17,6,138,59,113,200,111,45,70,86,207,229,336
39,39,Englishman River Falls Provincial Park,Nature & Parks,"Errington, British Columbia V0R 1V0, ",https://www.tripadvisor.ca/Attraction_Review-g1066834-d1014384-Reviews-Englishman_River_Falls_Provincial_Park-Errington_Vancouver_Island_British_Columb.html,1,2,415,4.5,171,49.24393,-124.348335,471135.85,1120367.497,Nanaimo F,5921032,5921,Nanaimo,6675,3875,3545,330,60,100,20242,27740,530,Qualicum Beach Airport,49.337222,-124.39388,Qualicum Beach,19614,26 mins,26,812175,Parksville Visitor Centre,49.301627,-124.2557,Parksville,17779,19 mins,19,66,Parksville,49.32015947,-124.3068176,Parksville,10613,31,15070,20 mins,20,12474,16 mins,16,1116,49.309789,-124.32384,STN 130 PARKSVILLE,Parksville,2305,5 mins,5,1227,49.262806,-124.35862,ERRINGTON FIRE DEPT HALL 2,Nanaimo F,13245,18 mins,18,1947,49.32878,-124.33871,OCEANSIDE RCMP,Parksville,0,3,1,0,1,0,19,26,7,1,7,14,18,37,101
40,40,Elk Falls Provincial Park,Nature & Parks,"Campbell River, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181792-d4751695-Reviews-Elk_Falls_Provincial_Park-Campbell_River_Vancouver_Island_British_Columbia.html,1,2,470,4.5,136,50.041183,-125.32941,558592.3713,1048034.344,Campbell River,5924034,5909,Fraser Valley,29370,15625,14235,1390,90,760,24151,32300,566,Campbell River Airport,49.950833,-125.27083,Campbell River,15484,16 mins,16,811941,Campbell River Visitor Centre,50.027318,-125.24536,Campbell River,7441,11 mins,11,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,55845,40 mins,40,9571,14 mins,14,1034,50.011371,-125.24278,STN 108 CAMPBELL RIVER,Campbell River,7327,12 mins,12,1203,50.02751,-125.24892,CAMPBELL RIVER FIRE DEPT HALL 1,Campbell River,10050,15 mins,15,2013,50.002243,-125.24647,CAMPBELL RIVER RCMP,Campbell River,0,1,0,0,1,2,1,4,4,2,3,39,48,56,59
41,41,False Creek,"Bodies of Water, Nature & Parks","Vancouver, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154943-d186164-Reviews-False_Creek-Vancouver_British_Columbia.html,0,5,784,4.5,7848,49.27391,-123.129456,477301.1382,1209021.698,Vancouver,5915022,5939,Columbia-Shuswap,571600,330480,310640,19840,11055,470,23682,36605,507,Vancouver International Airport,49.194722,-123.18388,Richmond,13373,23 mins,23,812211,Vancouver Visitor Centre,49.287673,-123.1153,Vancouver,2407,8 mins,8,63,Vancouver,49.26807895,-123.1140832,Vancouver,565905,1,2420,6 mins,6,1487,6 mins,6,2023,49.281236,-123.12903,ANNEX 242 ST. PAULS HOSPITAL,Vancouver,1302,4 mins,4,1596,49.278033,-123.11734,VANCOUVER CITY FIRE DEPT HALL 8,Vancouver,686,2 mins,2,1939,49.274124,-123.12201,YALETOWN,Vancouver,2,11,17,6,141,60,116,204,114,47,73,88,213,239,357
42,42,Brandywine Falls Provincial Park,"Waterfalls, Nature & Parks","Whistler, British Columbia V0N 1H0, ",https://www.tripadvisor.ca/Attraction_Review-g154948-d619179-Reviews-Brandywine_Falls_Provincial_Park-Whistler_British_Columbia.html,1,2,437,4.5,287,50.03568,-123.11847,561953.488,1206374.921,Squamish-Lillooet D,5931021,5935,Central Okanagan,835,585,555,35,10,10,32772,40923,507,Vancouver International Airport,49.194722,-123.18388,Richmond,118028,1 hour 48 mins,108,812212,Whistler Visitor Centre,50.11596,-122.95584,Whistler,17554,18 mins,18,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,102345,1 hour 17 mins,77,18674,19 mins,19,1187,50.122201,-122.96066,STN 224 WHISTLER,Whistler,4648,5 mins,5,1341,50.004088,-123.13752,GARIBALDI FIRE DEPT,Squamish-Lillooet D,17754,18 mins,18,1866,50.11671,-122.9541,WHISTLER RCMP,Whistler,0,3,4,0,14,0,20,12,17,5,7,8,56,73,97
43,43,Wells Gray Provincial Park,"Waterfalls, Nature & Parks","Clearwater, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g182209-d219343-Reviews-Wells_Gray_Provincial_Park-Clearwater_British_Columbia.html,3,1,505,4.5,84,51.964947,-120.12283,789326.696,1402738.972,Thompson-Nicola A (Wells Gray Country),5933068,5933,Thompson-Nicola,,,,,,,,,623,Kamloops Airport,50.7025,-120.44861,Kamloops,167840,2 hours 14 mins,134,812161,Clearwater Visitor Centre,51.651823,-120.03808,Clearwater,39994,47 mins,47,36,Kamloops,50.65605598,-120.3639002,Kamloops,82832,8,169374,2 hours 10 mins,130,41849,51 mins,51,1040,51.64696,-120.01786,STN 335 CLEARWATER,Clearwater,41876,50 mins,50,1293,51.644352,-120.04302,CLEARWATER FIRE DEPT,Clearwater,42271,50 mins,50,1766,51.64999,-120.06513,CLEARWATER RCMP,Clearwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
44,44,Neck Point Park,Nature & Parks,"Nanaimo, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154935-d4782217-Reviews-Neck_Point_Park-Nanaimo_Vancouver_Island_British_Columbia.html,1,2,237,4.5,519,49.23267,-123.965866,470610.8835,1148269.476,Nanaimo,5921007,5905,Kootenay Boundary,77630,40440,37520,2915,420,285,23463,30562,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,24316,29 mins,29,812174,Nanaimo Visitor Centre,49.187551,-124.00369,Nanaimo C,9643,15 mins,15,67,Nanaimo,49.17038982,-123.9446687,Nanaimo,76645,10,9858,14 mins,14,8287,14 mins,14,1108,49.208984,-124.03988,STN 122 NANAIMO-NORTH/STN 180 VAN ISLE CCT,Nanaimo,5898,10 mins,10,1638,49.234493,-124.03764,NORTH NANAIMO STATION 3,Nanaimo,10437,15 mins,15,1990,49.163654,-123.93578,NANAIMO COMMUNITY POLICING,Nanaimo,0,3,3,1,4,1,18,31,10,3,13,25,37,50,129
45,45,Othello Tunnels,"Hiking Trails, Points of Interest & Landmarks, Sights & Landmarks, Outdoor Activities, Nature & Parks","Hope, British Columbia V0X 1L1, ",https://www.tripadvisor.ca/Attraction_Review-g181784-d1085065-Reviews-Othello_Tunnels-Hope_British_Columbia.html,3,1,582,4.5,374,49.38094,-121.35258,496037.6893,1337476.231,Fraser Valley B,5909016,5939,Columbia-Shuswap,810,390,365,20,10,0,17473,25053,506,Chilliwack Airport,49.152777,-121.93888,Chilliwack,58651,41 mins,41,812197,Hope Visitor Centre,49.374476,-121.44177,Hope,7596,12 mins,12,166,Chilliwack,49.14529041,-121.9577287,Chilliwack,65421,12,58652,41 mins,41,7905,14 mins,14,1073,49.375567,-121.44089,STN 214 HOPE,Hope,4384,7 mins,7,1369,49.380896,-121.40786,KAWKAWA LAKE VOL FIRE DEPT,Hope,6521,10 mins,10,1871,49.375191,-121.42592,HOPE,Hope,0,1,0,0,0,0,0,4,0,0,0,1,1,8,22
46,46,Giant Cedars Boardwalk Trail,"Hiking Trails, Outdoor Activities, Nature & Parks","Revelstoke, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181775-d605768-Reviews-Giant_Cedars_Boardwalk_Trail-Revelstoke_Kootenay_Rockies_British_Columbia.html,3,1,453,4.5,37,51.106464,-117.90814,709258.1587,1564842.679,Columbia-Shuswap B,5939023,5921,Nanaimo,,,,,,,,,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,131889,1 hour 34 mins,94,812289,Revelstoke Visitor Centre,51.000163,-118.19542,Revelstoke,28058,21 mins,21,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,27463,20 mins,20,26730,19 mins,19,1139,50.993814,-118.18268,STN 336 REVELSTOKE,Revelstoke,27616,22 mins,22,1468,50.995969,-118.19644,REVELSTOKE FIRE DEPT,Revelstoke,28035,22 mins,22,1838,50.998428,-118.19894,REVELSTOKE RCMP,Revelstoke,0,2,1,0,0,0,1,2,1,0,0,7,14,23,44
47,47,Waterfront Park,Nature & Parks,"Kelowna, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154933-d643882-Reviews-Waterfront_Park-Kelowna_Okanagan_Valley_British_Columbia.html,2,3,380,4.5,1103,49.89356,-119.495125,563407.3373,1466802.173,Kelowna,5935010,5915,Greater Vancouver,105170,57300,54525,2770,595,215,25134,33647,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,15351,21 mins,21,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,1314,4 mins,4,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,5140,10 mins,10,1290,4 mins,4,1082,49.885162,-119.49758,STN 340 KELOWNA-LAWRENCE,Kelowna,1024,3 mins,3,1685,49.885007,-119.49687,KELOWNA FIRE DEPT HALL 2,Kelowna,673,2 mins,2,1796,49.889189,-119.49518,KELOWNA RCMP,Kelowna,0,3,7,2,18,6,22,32,27,8,95,41,104,104,166
48,48,Ogden Point Terminal & Breakwater,"Neighbourhoods, Marinas, Points of Interest & Landmarks, Sights & Landmarks, Nature & Parks, Other, More","Victoria, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d4222656-Reviews-Ogden_Point_Terminal_Breakwater-Victoria_Victoria_Capital_Regional_District_Vanco.html,2,3,717,4.5,2031,48.41352,-123.38892,381098.5705,1193660.492,Victoria,5917034,5939,Columbia-Shuswap,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,28730,37 mins,37,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,2244,7 mins,7,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,3215,10 mins,10,1399,4 mins,4,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,1885,6 mins,6,1576,48.41765,-123.3672,VICTORIA FIRE DEPT HALL 2,Victoria,1387,4 mins,4,1941,48.416107,-123.37389,JAMES BAY COMMUNITY POLICING,Victoria,0,5,8,1,25,14,39,94,32,22,39,69,148,142,195
