,Tourism_asset,Accessbility_Assignments,Accessbility_Value,Tourism_asset_id,type,address,TripAdvisor_link,number_of_reviews,rating,Instagram_count,Tourism_asset_lat,Tourism_asset_lon,Tourism_asset_lat_BC_albers,Tourism_asset_lon_BC_albers,CSD,CSDUID,Total_population_CSD,Workforce_CSD,Employed_CSD,Unemployed_CSD,Occupations_art_culture_CSD,Occupations_natural_resources_CSD,Median_income_2005_CSD,Average_income_2005_CSD,Airport_id,Airport_name,Airport_lat,Airport_lon,Airport_CSD,Distance_meter_airport,Duration_min_airport,Duration_min_num_airport,Visitor_centre_id,vc_name,vc_lat,vc_lon,vc_CSD,Distance_meter_vc,Duration_min_vc,Duration_min_num_vc,City_id,City_name,City_lat,City_lon,City_CSD,City_Pop_2000,City_Pop_Rank,Distance_meter_city,Duration_min_city,Duration_min_num_city,Distance_meter_ambulance,Duration_min_ambulance,Duration_min_num_ambulance,First_responder_id_ambulance,First_responder_lat_ambulance,First_responder_lon_ambulance,First_responder_name_ambulance,First_responder_CSD_ambulance,Distance_meter_fire,Duration_min_fire,Duration_min_num_fire,First_responder_id_fire,First_responder_lat_fire,First_responder_lon_fire,First_responder_name_fire,First_responder_CSD_fire,Distance_meter_police,Duration_min_police,Duration_min_num_police,First_responder_id_police,First_responder_lat_police,First_responder_lon_police,First_responder_name_police,First_responder_CSD_police,events_10km,traveller_resources_10km,classes_workshops_10km,casinos_10km,nightlife_10km,concerts_shows_10km,spas_wellness_10km,shopping_10km,fun_games_10km,transportation_10km,food_drinks_10km,boat_tours_10km,tours_10km,outdoor_activities_10km,hotels_10km
25,Eagle Aerie Gallery,0,4,3782,"Art Galleries, Shopping, Museums","Tofino, British Columbia V0R 2Z0, ",https://www.tripadvisor.ca/Attraction_Review-g154942-d2205182-Reviews-Eagle_Aerie_Gallery-Tofino_Clayoquot_Sound_Vancouver_Island_British_Columbia.html,159,4.5,1178,49.15301,-125.90635,459634.8358,1006838.861,Tofino,5923025,1655,1055,1000,55,25,30,22696,30538,483,Tofino/Long Beach Airport,49.082222,-125.7725,Alberni-Clayoquot C,18444,20 mins,20,812183,Tofino Visitor Centre,49.152451,-125.90279,Tofino,266,1 min,1,71,Port Alberni,49.25064062,-124.8083803,Port Alberni,19329,22,124062,1 hour 48 mins,108,2222,4 mins,4,1194,49.139009,-125.8907,STN 136 TOFINO,Tofino,6,1 min,0,1219,49.152779,-125.90634,TOFINO FIRE DEPT,Tofino,172,1 min,1,1748,49.152806,-125.904,AHOUSAT RCMP,Tofino,0,1,1,0,2,0,8,9,1,1,2,47,51,62,73
26,Descanso Bay Regional Park,2,5,760,"Beaches, Nature & Wildlife Areas, Bodies of Water, Outdoor Activities, Nature & Parks, More","Gabriola Island, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g499132-d8058974-Reviews-Descanso_Bay_Regional_Park-Gabriola_Island_British_Columbia.html,6,4.5,508,49.18346,-123.85425,465386.2163,1156568.514,Nanaimo B,5921014,4050,2065,1935,130,135,25,18904,29026,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,21235,54 mins,54,812163,Gabriola Island Visitor Centre,49.176317,-123.85285,Nanaimo B,1082,2 mins,2,67,Nanaimo,49.17038982,-123.9446687,Nanaimo,76645,10,8745,42 mins,42,2750,5 mins,5,1062,49.176774,-123.83553,STN 153 GABRIOLA ISLAND,Nanaimo B,2617,4 mins,4,1339,49.175783,-123.83462,GABRIOLA VOL FIRE DEPT,Nanaimo B,1933,3 mins,3,1784,49.17045,-123.84742,GABRIOLA RCMP,Nanaimo B,0,2,2,1,4,1,9,24,9,3,11,21,31,45,97
27,Laurie Guichon Memorial Grasslands Interpretive Site,0,4,809,"Nature & Wildlife Areas, Hiking Trails, Outdoor Activities, Nature & Parks","Merritt, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181782-d8668878-Reviews-Laurie_Guichon_Memorial_Grasslands_Interpretive_Site-Merritt_British_Columbia.html,3,4.5,28,50.11409,-120.78718,580194.7064,1372465.725,Merritt,5933006,6950,3505,3225,275,15,145,20910,30086,623,Kamloops Airport,50.7025,-120.44861,Kamloops,96197,1 hour 7 mins,67,814486,Merritt Tourist/Visitor Info Booth,50.112925,-120.78786,Merritt,139,1 min,0,6,Merritt,50.12412142,-120.8293313,Thompson-Nicola M,8075,34,3504,5 mins,5,1494,3 mins,2,1101,50.121699,-120.77319,STN 324 MERRITT,Merritt,670,1 min,1,1405,50.113354,-120.79353,MERRITT FIRE DEPT,Merritt,771,2 mins,2,1811,50.11892,-120.7807,MERRITT RCMP,Merritt,0,2,0,0,2,0,0,1,1,0,0,0,0,2,21
28,Swy-a-Lana Park,2,5,1541,"Piers & Boardwalks, Sights & Landmarks","Nanaimo, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154935-d10197328-Reviews-Swy_a_Lana_Park-Nanaimo_Vancouver_Island_British_Columbia.html,10,5,773,49.16555,-123.93674,463218.3787,1150609.204,Nanaimo,5921007,77630,40440,37520,2915,420,285,23463,30562,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,14139,15 mins,15,812174,Nanaimo Visitor Centre,49.187551,-124.00369,Nanaimo C,6686,10 mins,10,67,Nanaimo,49.17038982,-123.9446687,Nanaimo,76645,10,1037,4 mins,4,765,3 mins,3,1107,49.165542,-123.94453,STN 120 NANAIMO-SOUTH,Nanaimo,764,3 mins,3,1417,49.164688,-123.94534,NANAIMO FIRE RESCUE STATION 1,Nanaimo,260,1 min,1,1990,49.163654,-123.93578,NANAIMO COMMUNITY POLICING,Nanaimo,0,3,2,1,4,1,13,25,9,3,11,22,32,48,107
29,Banks Nii Luutiksm Conservancy,3,3,1201,"Nature & Wildlife Areas, Nature & Parks","Hartley Bay, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1207932-d7321178-Reviews-Banks_Nii_Luutiksm_Conservancy-Hartley_Bay_British_Columbia.html,0,0,7,53.423344,-129.2538,940215.6114,784325.9904,Kulkayu (Hartley Bay) 4,5947806,,,,,,,,,0,,0,0,,0,,0,0,,0,0,,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,,,0,,0,0,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
30,Flying U Ranch,2,5,1418,"Ranches, Sights & Landmarks","70 Mile House, British Columbia V0K 2K0, ",https://www.tripadvisor.ca/Attraction_Review-g1050313-d584425-Reviews-Flying_U_Ranch-70_Mile_House_Cariboo_British_Columbia.html,95,5,12,51.342567,-121.33372,713938.5309,1324465.846,Thompson-Nicola E (Bonaparte Plateau),5933032,,,,,,,,,623,Kamloops Airport,50.7025,-120.44861,Kamloops,171511,2 hours 0 mins,120,814217,Cache Creek Tourist/Visitor Info Booth,50.813105,-121.32094,Cache Creek,78371,52 mins,52,36,Kamloops,50.65605598,-120.3639002,Kamloops,82832,8,156957,1 hour 39 mins,99,37930,26 mins,26,1041,51.094466,-121.58176,STN 308 CLINTON,Clinton,9019,9 mins,8,1505,51.387307,-121.24193,SOUTH GREEN LAKE VOL FIRE DEPT,Thompson-Nicola E (Bonaparte Plateau),38890,27 mins,27,1767,51.089424,-121.59278,CLINTON RCMP,Clinton,0,0,0,0,0,0,1,1,0,0,0,1,3,2,11
31,Eskers Provincial Park,2,5,496,Nature & Parks,"Prince George, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154938-d2664479-Reviews-Eskers_Provincial_Park-Prince_George_British_Columbia.html,23,4.5,2,54.01101,-123.09781,1004728.314,1189694.015,Fraser-Fort George A,5953038,3275,1995,1830,165,0,45,33227,40522,683,Prince George Airport,53.884166,-122.6775,Prince George,46521,42 mins,42,812294,Prince George Visitor Centre,53.919025,-122.7444,Prince George,32122,29 mins,29,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,36560,34 mins,34,27836,25 mins,25,1129,53.945827,-122.76298,STN 535 PRINCE GEORGE-HART HWY,Prince George,1463,1 min,1,1420,54.018525,-123.1134,NESS LAKE VOL FIRE DEPT,Fraser-Fort George A,22788,20 mins,20,1955,53.989405,-122.79181,PRINCE GEORGE COMMUNITY POLICING,Prince George,0,1,0,1,3,2,1,3,7,0,2,1,2,6,33
32,Graham-Laurier Provincial Park,0,4,1216,Nature & Parks,"Hudson's Hope, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g499137-d7290515-Reviews-Graham_Laurier_Provincial_Park-Hudson_s_Hope_British_Columbia.html,0,0,704,56.03055,-121.90705,1233615.328,1254425.084,Hudson's Hope,5955025,1010,575,500,75,10,0,22895,32978,725,Fort St. John/North Peace Airport,56.238055,-120.74027,Peace River C,94475,1 hour 14 mins,74,812301,Hudson's Hope Visitor Centre,56.028338,-121.90919,Hudson's Hope,347,1 min,1,26,Fort St. John,56.23903534,-120.8334511,Fort St. John,16842,25,88151,1 hour 5 mins,65,895,2 mins,2,1075,56.026325,-121.91553,STN 862 HUDSONS HOPE,Hudson's Hope,741,2 mins,2,1363,56.025971,-121.91358,HUDSONS HOPE FIRE DEPT,Hudson's Hope,700,2 mins,2,1792,56.026957,-121.91317,HUDSONS HOPE RCMP,Hudson's Hope,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2
33,Point Atkinson Lighthouse,2,5,1502,"Lighthouses, Sights & Landmarks","West Vancouver, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g183731-d298986-Reviews-Point_Atkinson_Lighthouse-West_Vancouver_British_Columbia.html,24,4.5,3345,49.3304,-123.265,483182.7724,1198914.5,West Vancouver,5915055,41625,20480,19570,910,610,15,33807,77970,507,Vancouver International Airport,49.194722,-123.18388,Richmond,34231,54 mins,54,814495,Bowen Island Tourist/Visitor Info Booth,49.380977,-123.33303,Bowen Island,13437,51 mins,51,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,18548,24 mins,24,9663,18 mins,18,1185,49.331461,-123.15791,STN 255 WEST VANCOUVER,West Vancouver,1449,5 mins,5,1546,49.34106,-123.25841,WEST VANCOUVER FIRE DEPT HALL 3,West Vancouver,9887,19 mins,19,1898,49.327393,-123.15237,WEST VANCOUVER,West Vancouver,2,12,17,5,131,56,105,194,97,43,71,86,207,223,351
34,Larry Berg Flight Path Park,2,5,324,Nature & Parks,"Richmond, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181716-d6216538-Reviews-Larry_Berg_Flight_Path_Park-Richmond_British_Columbia.html,48,4,1278,49.18256,-123.14983,467099.8772,1207947.471,Richmond,5915015,173570,92470,87180,5290,1130,210,20516,30139,507,Vancouver International Airport,49.194722,-123.18388,Richmond,4205,6 mins,6,812207,Richmond Visitor Centre,49.125328,-123.18302,Richmond,10113,16 mins,16,59,Richmond,49.17057176,-123.1018623,Richmond,165133,4,6624,10 mins,10,3100,5 mins,5,1140,49.191711,-123.12359,STN 250 RICHMOND,Richmond,596,1 min,1,1618,49.186413,-123.14568,RICHMOND FIRE HALL 4,Richmond,6989,10 mins,10,1952,49.234026,-123.11661,KERRISDALE OAKRIDGE MARPOLE COMMUNITY POLICING,Vancouver,2,11,17,6,141,60,118,204,115,47,74,87,212,236,370
35,White Rock Promenade,0,4,179,"Beaches, Outdoor Activities, Nature & Parks","White Rock, British Columbia V4B 1E1, ",https://www.tripadvisor.ca/Attraction_Review-g154949-d8447995-Reviews-White_Rock_Promenade-White_Rock_British_Columbia.html,115,4.5,439,49.01657,-122.7709,449867.23,1236416.808,Surrey,5915004,392450,210935,198885,12045,1655,395,23983,32733,487,Boundary Bay Airport,49.073888,-123.0075,Delta,24262,19 mins,18,812383,British Columbia Visitor Centre @ Peace Arch,49.007087,-122.75728,Surrey,2089,3 mins,3,57,White Rock,49.02448732,-122.8035148,White Rock,17371,23,2998,6 mins,6,4533,6 mins,6,1160,49.044942,-122.7904,STN 254 WHITE ROCK,Surrey,2463,5 mins,5,1550,49.022989,-122.79783,WHITE ROCK FIRE DEPT,White Rock,2496,5 mins,5,1867,49.023099,-122.79825,WHITE ROCK RCMP,White Rock,0,7,4,6,35,12,33,53,66,6,29,9,33,79,137
36,BC Interior Forestry Museum,0,4,3912,"Speciality Museums, Museums","Revelstoke, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181775-d3948546-Reviews-BC_Interior_Forestry_Museum-Revelstoke_Kootenay_Rockies_British_Columbia.html,17,4.5,253,51.043903,-118.20382,700016.3447,1545053.984,Revelstoke,5939019,7160,4170,3765,405,15,125,24965,31688,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,107556,1 hour 20 mins,80,812289,Revelstoke Visitor Centre,51.000163,-118.19542,Revelstoke,6680,10 mins,10,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,7862,12 mins,12,9751,11 mins,11,1139,50.993814,-118.18268,STN 336 REVELSTOKE,Revelstoke,7317,12 mins,12,1468,50.995969,-118.19644,REVELSTOKE FIRE DEPT,Revelstoke,6925,11 mins,11,1838,50.998428,-118.19894,REVELSTOKE RCMP,Revelstoke,0,2,1,0,0,0,1,2,1,0,0,7,14,25,45
37,Kitty Coleman Woodland Gardens,0,4,352,"Gardens, Nature & Parks","Courtenay, British Columbia V9J 1V7, ",https://www.tripadvisor.ca/Attraction_Review-g181789-d4266133-Reviews-Kitty_Coleman_Woodland_Gardens-Courtenay_Comox_Valley_Vancouver_Island_British_Co.html,50,4.5,5,49.788216,-125.00338,530736.143,1071782.636,Comox Valley B (Lazo North),5926022,,,,,,,,,553,CFB Comox (Comox Airport),49.710833,-124.88666,Comox,18899,20 mins,20,823223,Comox Valley Visitor Centre,49.63456,-125.00369,Cumberland,22549,23 mins,23,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,15017,16 mins,16,15946,16 mins,16,1042,49.682782,-124.98744,STN 150 COURTENAY,Courtenay,15553,18 mins,18,1207,49.686045,-125.00082,COURTENAY FIRE DEPT,Courtenay,14026,13 mins,13,1770,49.699583,-124.98721,COURTENAY RCMP,Courtenay,0,1,2,1,6,0,8,10,7,3,10,36,52,64,86
38,Osoyoos and District Museum and Archives,2,5,3943,"Speciality Museums, Museums","Osoyoos, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181723-d3348869-Reviews-Osoyoos_and_District_Museum_and_Archives-Osoyoos_Okanagan_Valley_British_Columbia.html,14,4.5,380,49.03305,-119.46306,468385.9243,1477915.651,Osoyoos,5907005,4645,1840,1730,110,30,10,21269,27811,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,57623,49 mins,49,812395,British Columbia Visitor Centre @ Osoyoos,49.035729,-119.47837,Osoyoos,3886,6 mins,6,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,62048,55 mins,55,932,3 mins,3,1115,49.033639,-119.47439,STN 328 OSOYOOS,Osoyoos,341,1 min,1,1441,49.032669,-119.46768,OSOYOOS FIRE DEPT,Osoyoos,964,3 mins,3,1823,49.033599,-119.47487,OSOYOOS RCMP,Osoyoos,0,2,1,0,1,0,5,6,2,1,64,5,16,17,74
39,Cowichan River Provincial Park,0,4,490,Nature & Parks,"Lake Cowichan, British Columbia V0R 2G0, ",https://www.tripadvisor.ca/Attraction_Review-g635947-d6372463-Reviews-Cowichan_River_Provincial_Park-Lake_Cowichan_Vancouver_Island_British_Columbia.html,19,4,529,48.828114,-124.05438,425511.6177,1143054.11,Lake Cowichan,5919016,2940,1440,1260,180,15,80,20789,27329,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,59418,45 mins,45,812173,Lake Cowichan Visitor Centre,48.823783,-124.05798,Lake Cowichan,877,2 mins,2,68,Duncan,48.77731484,-123.7053172,Duncan,4766,39,28777,25 mins,25,23,1 min,0,1087,48.828441,-124.05398,STN 119 LAKE COWICHAN,Lake Cowichan,147,1 min,1,1709,48.828495,-124.05374,LAKE COWICHAN FIRE HALL AND  AMBULANCE STATION,Lake Cowichan,625,2 mins,2,1801,48.826626,-124.04996,LAKE COWICHAN RCMP,Lake Cowichan,0,1,3,0,4,3,5,17,1,0,10,6,8,18,58
40,West Vancouver Seawall,2,5,96,"Hiking Trails, Nature & Parks, Outdoor Activities","West Vancouver, British Columbia V7T 2N7, ",https://www.tripadvisor.ca/Attraction_Review-g183731-d156089-Reviews-West_Vancouver_Seawall-West_Vancouver_British_Columbia.html,237,4.5,7891,49.33724,-123.18233,484178.0564,1204893.653,West Vancouver,5915055,41625,20480,19570,910,610,15,33807,77970,507,Vancouver International Airport,49.194722,-123.18388,Richmond,25349,45 mins,45,812203,North Vancouver Visitor Centre,49.310408,-123.08112,North Vancouver,11089,16 mins,16,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,10728,14 mins,14,2418,5 mins,5,1185,49.331461,-123.15791,STN 255 WEST VANCOUVER,West Vancouver,2380,5 mins,5,1592,49.33129,-123.15858,WEST VANCOUVER FIRE DEPT HALL 1,West Vancouver,2643,7 mins,7,1898,49.327393,-123.15237,WEST VANCOUVER,West Vancouver,2,12,17,6,135,58,113,200,108,45,75,88,209,228,354
41,Wedgemount Lake,2,5,413,"Bodies of Water, Nature & Parks","Whistler, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154948-d2469109-Reviews-Wedgemount_Lake-Whistler_British_Columbia.html,25,4.5,1528,50.10285,-122.98543,569815.454,1215579.514,Whistler,5931020,9245,6925,6555,365,60,20,29550,39221,507,Vancouver International Airport,49.194722,-123.18388,Richmond,132045,1 hour 59 mins,119,812212,Whistler Visitor Centre,50.11596,-122.95584,Whistler,3062,5 mins,5,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,116362,1 hour 28 mins,88,4181,6 mins,6,1187,50.122201,-122.96066,STN 224 WHISTLER,Whistler,3153,5 mins,5,1569,50.116456,-122.95424,WHISTLER FIRE DEPT HALL 1,Whistler,3261,5 mins,5,1866,50.11671,-122.9541,WHISTLER RCMP,Whistler,0,4,4,0,15,0,20,12,18,5,7,10,57,79,109
42,Helmcken House,2,5,1493,"Historic Sites, Sights & Landmarks","Victoria, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d215303-Reviews-Helmcken_House-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_Britis.html,37,4,1974,48.422108,-123.36163,382125.3375,1195648.138,Victoria,5917034,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,26605,32 mins,32,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,1094,4 mins,4,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,1062,4 mins,4,1249,4 mins,4,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,789,2 mins,2,1576,48.41765,-123.3672,VICTORIA FIRE DEPT HALL 2,Victoria,1236,5 mins,5,1897,48.431074,-123.3599,VICTORIA,Victoria,0,5,8,1,25,14,39,93,32,22,39,67,146,140,192
43,Minnekhada Regional Park,2,5,268,Nature & Parks,"Coquitlam, British Columbia V3E 3H6, ",https://www.tripadvisor.ca/Attraction_Review-g181718-d4790162-Reviews-Minnekhada_Regional_Park-Coquitlam_British_Columbia.html,51,4.5,470,49.29831,-122.70242,481364.0286,1239969.493,Coquitlam,5915034,113560,62895,59555,3345,730,90,25484,34293,487,Boundary Bay Airport,49.073888,-123.0075,Delta,47546,55 mins,54,814218,Coquitlam Tourist/Visitor Info Booth,49.285746,-122.79203,Coquitlam,9147,14 mins,14,84,Port Coquitlam,49.25660054,-122.7598514,Port Coquitlam,51423,14,9901,16 mins,16,11148,20 mins,20,1124,49.259724,-122.79913,STN 263 PORT COQUITLAM,Coquitlam,6028,10 mins,10,1735,49.295373,-122.74255,COQUITLAM FIRE DEPT HALL 4,Coquitlam,6081,11 mins,11,1912,49.272906,-122.75561,PORT COQUITLAM COMMUNITY POLICING,Port Coquitlam,1,7,10,8,75,31,47,92,79,14,50,25,83,125,156
44,Myra Canyon Park,2,5,11,"Canyons, State Parks, Nature & Parks","Kelowna, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154933-d2233786-Reviews-Myra_Canyon_Park-Kelowna_Okanagan_Valley_British_Columbia.html,1061,5,106,49.78843,-119.31113,552998.8858,1481070.226,Central Okanagan,5935012,3975,2255,2135,120,15,15,27553,32925,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,31334,52 mins,52,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,25587,43 mins,43,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,23227,40 mins,40,24366,42 mins,42,1081,49.890295,-119.41549,STN 341 KELOWNA-MILLS ROAD,Kelowna,15206,29 mins,29,1688,49.841446,-119.41025,KELOWNA FIRE DEPT HALL 7,Kelowna,21525,37 mins,37,2028,49.861626,-119.4678,KLO COMMUNITY POLICING,Kelowna,0,2,7,2,17,6,22,29,27,8,89,41,95,98,174
45,Juan de Fuca Marine Trail,0,4,345,"Hiking Trails, Outdoor Activities, Nature & Parks","British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154944-d607422-Reviews-Juan_de_Fuca_Marine_Trail-Vancouver_Island_British_Columbia.html,48,4.5,558,48.506496,-124.33425,389294.5746,1123320.441,Capital H (Part 2),5917056,,,,,,,,,464,Victoria International Airport,48.646944,-123.42583,North Saanich,116123,1 hour 57 mins,117,812182,Sooke Visitor Centre,48.397486,-123.71108,Sooke,63247,1 hour 5 mins,65,123,Colwood,48.4271392,-123.4854825,Colwood,14655,26,83727,1 hour 27 mins,87,11151,13 mins,13,1127,48.557344,-124.40108,STN 115 PORT RENFREW,Capital H (Part 2),10741,12 mins,12,1457,48.557457,-124.3998,PORT RENFREW VOL FIRE DEPT,Capital H (Part 2),60666,1 hour 2 mins,62,1849,48.380286,-123.71936,SOOKE RCMP,Sooke,0,0,0,0,0,0,0,0,0,0,0,8,9,13,11
46,Destiny River Adventures,0,4,280,"Bodies of Water, Nature & Parks","Campbell River, British Columbia V9W 2E5, ",https://www.tripadvisor.ca/Attraction_Review-g181792-d1832523-Reviews-Destiny_River_Adventures-Campbell_River_Vancouver_Island_British_Columbia.html,48,5,156,50.03263,-125.26562,557686.3752,1052613.332,Campbell River,5924034,29370,15625,14235,1390,90,760,24151,32300,566,Campbell River Airport,49.950833,-125.27083,Campbell River,11216,11 mins,11,811941,Campbell River Visitor Centre,50.027318,-125.24536,Campbell River,2093,4 mins,4,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,51577,34 mins,34,4224,7 mins,7,1034,50.011371,-125.24278,STN 108 CAMPBELL RIVER,Campbell River,1979,4 mins,4,1203,50.02751,-125.24892,CAMPBELL RIVER FIRE DEPT HALL 1,Campbell River,4861,8 mins,8,2013,50.002243,-125.24647,CAMPBELL RIVER RCMP,Campbell River,0,1,0,0,1,2,1,4,4,2,3,40,49,57,59
47,Brackendale Art Gallery Theatre Teahouse,2,5,3893,"Art Galleries, Shopping, Museums","Brackendale, Squamish, British Columbia V0N 1H0, ",https://www.tripadvisor.ca/Attraction_Review-g1131853-d593687-Reviews-Brackendale_Art_Gallery_Theatre_Teahouse-Brackendale_Squamish_British_Columbia.html,17,4.5,1355,49.76799,-123.15059,532113.5637,1205273.711,Squamish,5931006,14885,8885,8330,550,45,100,30326,35837,507,Vancouver International Airport,49.194722,-123.18388,Richmond,85701,1 hour 27 mins,87,812209,Squamish Visitor Centre,49.707008,-123.14586,Squamish,9025,11 mins,11,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,70018,57 mins,57,7507,9 mins,9,1156,49.717205,-123.15366,STN 222 SQUAMISH,Squamish,4356,6 mins,6,1635,49.742215,-123.1339,SQUAMISH DISTRICT FIRE HALL 2,Squamish,7041,8 mins,8,1989,49.718749,-123.14684,SQUAMISH RCMP,Squamish,0,1,2,0,3,0,0,7,3,4,4,7,17,30,20
48,Derby Reach Regional Park Heritage Area,2,5,963,Nature & Parks,"British Columbia V1M 3V2, ",https://www.tripadvisor.ca/Attraction_Review-g1904423-d12059743-Reviews-Derby_Reach_Regional_Park_Heritage_Area-Langley_British_Columbia.html,1,5,332,49.10351,-122.65553,459905.6904,1244401.318,Langley,5915002,23340,12800,12160,640,105,10,25758,31747,487,Boundary Bay Airport,49.073888,-123.0075,Delta,28010,35 mins,35,812401,Langley Visitor Centre,49.146232,-122.66767,Langley,6602,13 mins,13,55,Langley (City),49.10476067,-122.6577932,Langley,24287,18,347,1 min,1,4562,8 mins,8,1088,49.089566,-122.60483,STN 252 LANGLEY,Langley,741,2 mins,2,1380,49.107604,-122.66057,LANGLEY CITY FIRE RESCUE SERVICE,Langley,572,3 mins,2,1906,49.104163,-122.65318,LANGLEY CITY COMMUNITY POLICING,Langley,0,10,7,6,43,15,36,54,66,7,33,16,42,98,147
49,Discovery Islands,0,4,549,"Islands, Nature & Parks","Quathiaski Cove, British Columbia V0P 1N0, ",https://www.tripadvisor.ca/Attraction_Review-g183803-d674443-Reviews-Discovery_Islands-Quathiaski_Cove_Quadra_Island_British_Columbia.html,11,5,130,50.05014,-125.22021,559669.2237,1055845.063,Strathcona C,5924054,,,,,,,,,566,Campbell River Airport,49.950833,-125.27083,Campbell River,17780,45 mins,45,811941,Campbell River Visitor Centre,50.027318,-125.24536,Campbell River,5236,33 mins,33,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,58141,1 hour 9 mins,69,3117,5 mins,5,1136,50.052802,-125.19021,STN 170 QUADRA ISLAND,Strathcona C,899,2 mins,2,1508,50.045569,-125.21434,SOUTH QUADRA ISLAND VOL FIRE DEPT,Strathcona C,1329,3 mins,3,1835,50.046567,-125.20975,QUADRA ISLAND RCMP,Strathcona C,0,1,0,0,1,2,1,4,4,2,3,40,49,57,61
50,Old Victoria Custom House,2,5,1694,"Points of Interest & Landmarks, Architectural Buildings, Historic Sites, Sights & Landmarks, More","Victoria, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d12343902-Reviews-Old_Victoria_Custom_House-Victoria_Victoria_Capital_Regional_District_Vancouver_.html,1,4,1973,48.42452,-123.37002,382369.6439,1195016.324,Victoria,5917034,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,26539,32 mins,32,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,191,1 min,1,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,1167,5 mins,5,1004,3 mins,3,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,981,3 mins,3,1576,48.41765,-123.3672,VICTORIA FIRE DEPT HALL 2,Victoria,1241,4 mins,4,1941,48.416107,-123.37389,JAMES BAY COMMUNITY POLICING,Victoria,0,5,8,1,25,14,39,94,32,22,39,69,148,142,195
51,BC Orchard Industry Museum,2,5,3999,"Speciality Museums, Museums","Kelowna, British Columbia V1Y 1Z8, ",https://www.tripadvisor.ca/Attraction_Review-g154933-d185576-Reviews-BC_Orchard_Industry_Museum-Kelowna_Okanagan_Valley_British_Columbia.html,11,3.5,1103,49.89138,-119.49353,563176.4354,1466938.563,Kelowna,5935010,105170,57300,54525,2770,595,215,25134,33647,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,15484,22 mins,22,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,948,3 mins,3,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,5274,10 mins,10,1204,5 mins,5,1082,49.885162,-119.49758,STN 340 KELOWNA-LAWRENCE,Kelowna,932,4 mins,4,1685,49.885007,-119.49687,KELOWNA FIRE DEPT HALL 2,Kelowna,384,2 mins,2,1796,49.889189,-119.49518,KELOWNA RCMP,Kelowna,0,3,7,2,18,6,22,32,27,8,95,41,104,104,167
